model,task,from_lang,to_lang,success,valid,codebleu,bleu,meteor,rouge1,rouge2,rougeL,rougeLsum,chrF,ter,wer
deepseekcoderv2,int_arith,rs,js,1.0,1.0,0.11966068400780352,0.16896599298316956,0.2550978415073103,0.1807228915662651,0.024390243902439025,0.14457831325301204,0.1807228915662651,28.772644492779225,90.9090909090909,0.9009009009009009
dolphincoder7b,int_arith,cpp,java,1.0,1.0,0.3343468950688514,0.27628117022588455,0.27674359936255355,0.33744855967078186,0.1991701244813278,0.31275720164609055,0.33744855967078186,34.49759744182142,82.68156424581005,0.8146067415730337
codeqwen,file_rename,py,js,1.0,1.0,0.47126729717959376,0.2987859905946057,0.6247087876246389,0.03773584905660378,0.0,0.03773584905660378,0.03773584905660378,39.31993975622837,300.0,3.7777777777777777
deepseekcoderv2,file_rename,java,cpp,1.0,0.0,0.28740177478836154,0.1837598171051943,0.5601528731248411,0.12422360248447205,0.05031446540880503,0.11180124223602485,0.12422360248447205,41.8430128777395,850.0,8.8
codegeex4,file_rename,py,c,1.0,0.0,0.4099874903170587,0.24125819786603334,0.5846165748964024,0.18390804597701152,0.11764705882352941,0.18390804597701152,0.18390804597701152,46.787510912158154,393.75,4.133333333333334
codellama7b,str_prepend,js,java,1.0,0.0,0.4838929094318341,0.0,0.5310897435897436,0.39999999999999997,0.0,0.39999999999999997,0.39999999999999997,24.833508604850078,77.77777777777779,0.625
granitecode3b,str_prepend,go,java,1.0,0.0,0.23930677596128086,0.0,0.17241379310344826,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,17.503802771386372,77.77777777777779,0.75
granitecode3b,logic_ops,js,py,1.0,1.0,0.7496176495285171,0.8214148133558952,0.9999945130315501,0.8421052631578947,0.6666666666666666,0.8421052631578947,0.8421052631578947,77.82504288493706,15.789473684210526,0.15789473684210525
codegemma7b,int_cmp,c,js,1.0,1.0,0.14719723125388987,0.09828009376113533,0.2091550529745781,0.2707423580786026,0.17621145374449337,0.2096069868995633,0.2707423580786026,18.966847551456336,88.46153846153845,0.8806818181818182
magicoder7b,int_factors,rs,go,1.0,1.0,0.16625354040576612,0.08362068952149829,0.2010455941669956,0.22727272727272727,0.06106870229007633,0.1590909090909091,0.22727272727272727,30.30060525101735,90.78947368421053,0.9133333333333333
codegeex4,str_cmp,rs,cpp,1.0,1.0,0.21492611149754698,0.21786302186949616,0.2611839523214051,0.3005780346820809,0.09883720930232559,0.19075144508670522,0.3005780346820809,39.54493900915417,87.39130434782608,0.90625
codeqwen,str_match,py,c,1.0,1.0,0.27363068076403,0.21457832628536683,0.41881325855115137,0.28571428571428575,0.05084745762711864,0.2100840336134454,0.26050420168067223,29.97086370891264,95.57522123893806,1.0185185185185186
yicoder2b,str_prepend,js,java,1.0,1.0,0.47976143719508546,0.0,0.5090725806451613,0.23255813953488372,0.0,0.18604651162790695,0.23255813953488372,26.46029453873514,333.33333333333337,3.625
yicoder9b,int_factors,c,rs,1.0,0.0,0.33758240712792237,0.11945417176205558,0.3297745869274039,0.21621621621621623,0.1268882175226586,0.18018018018018017,0.21621621621621623,33.66893335513599,192.30769230769232,1.9411764705882353
deepseekcoder7b,dir_make,go,java,1.0,1.0,0.46202328147391025,0.31530364577417436,0.5613279551283757,0.5128205128205128,0.3157894736842105,0.4871794871794872,0.5128205128205128,53.26462617735699,81.81818181818183,0.84375
granitecode8b,str_concat,js,c,1.0,0.0,0.07670858365331651,0.015218991729035581,0.1406792241077398,0.33802816901408456,0.17391304347826086,0.30985915492957744,0.33802816901408456,17.611785199621483,80.7017543859649,0.8490566037735849
yicoder9b,int_arith,py,c,1.0,1.0,0.19561977877384407,0.25130273399557296,0.37099831176139564,0.2921348314606742,0.03409090909090909,0.21348314606741575,0.2921348314606742,31.552423479930034,110.25641025641026,1.1578947368421053
codegeex4,int_arith,py,rs,1.0,1.0,0.3534057129919092,0.18637042281067628,0.5513350213519133,0.2458100558659218,0.04519774011299435,0.23463687150837992,0.2458100558659218,39.589532266299884,187.27272727272728,1.8888888888888888
yicoder9b,file_create,rs,cpp,1.0,0.0,0.3774473609551399,0.08305634547921725,0.3542051196530899,0.0642570281124498,0.024291497975708506,0.05622489959839358,0.0642570281124498,29.59347028283796,1052.3809523809523,11.526315789473685
magicoder7b,int_cmp,c,go,1.0,0.0,0.28729616571607924,0.22359204832470073,0.3980192367907105,0.4090909090909091,0.2,0.3636363636363636,0.4090909090909091,35.53053025278781,72.85714285714285,0.7647058823529411
granitecode8b,int_arith,js,java,1.0,1.0,0.556386719524494,0.5556268835098738,0.6096092157268865,0.6477272727272727,0.4342857142857143,0.5284090909090909,0.6420454545454546,60.35644294956649,82.12290502793296,0.7640449438202247
deepseekcoder7b,dir_make,c,java,1.0,1.0,0.47975976796039677,0.30809183934100864,0.6055818852027383,0.5128205128205128,0.3157894736842105,0.4871794871794872,0.5128205128205128,54.651325959614475,78.78787878787878,0.8125
dolphincoder7b,dir_make,c,cpp,1.0,0.0,0.4465185728902728,0.28804801215629366,0.6084147427752109,0.47297297297297297,0.2876712328767123,0.4324324324324324,0.47297297297297297,53.74967014482994,118.86792452830188,1.2352941176470589
magicoder7b,int_arith,py,js,1.0,1.0,0.19324365471897825,0.14865199533539106,0.2165150740342793,0.2184873949579832,0.0,0.14285714285714288,0.2184873949579832,27.676799331996577,95.0413223140496,0.9369369369369369
granitecode3b,str_substring,c,cpp,1.0,1.0,0.3245263703997807,0.10872446987574633,0.446335676365399,0.21021021021021022,0.04229607250755287,0.15015015015015012,0.21021021021021022,32.624885716952875,388.88888888888886,3.9508196721311477
magicoder7b,file_size,cpp,py,1.0,1.0,0.3349613164713746,0.24579272204951103,0.7113299086757991,0.26666666666666666,0.14285714285714285,0.26666666666666666,0.26666666666666666,55.258675187622785,225.0,2.4285714285714284
dolphincoder7b,file_exists,java,js,1.0,1.0,0.24725274725274726,0.14793179206590884,0.24139650872817953,0.0,0.0,0.0,0.0,25.007143508629927,100.0,1.0
codegeex4,int_factors,go,js,1.0,1.0,0.3176208764909012,0.07894184508836724,0.3382223860592602,0.19607843137254902,0.019801980198019802,0.1568627450980392,0.19607843137254902,30.002254240261028,216.66666666666666,2.1228070175438596
dolphincoder7b,str_interp,js,c,1.0,1.0,0.44367841763059956,0.2969190464997724,0.7202207839111922,0.4642857142857143,0.2962962962962963,0.42857142857142855,0.4642857142857143,51.76193865773778,131.57894736842107,1.5555555555555556
codellama7b,str_prepend,go,py,1.0,1.0,0.18062466864633864,0.0,0.12196721311475411,0.17391304347826086,0.09523809523809525,0.17391304347826086,0.17391304347826086,3.163772939429731,89.47368421052632,0.875
codegemma7b,bit_ops,cpp,js,1.0,1.0,0.35997550301248643,0.09968108462537241,0.4469009826152684,0.25104602510460255,0.0759493670886076,0.24267782426778245,0.24267782426778245,26.902606782167805,215.94202898550722,2.2058823529411766
codellama7b,str_match,js,c,1.0,0.0,0.21614129059037288,0.21863558948211032,0.3627682171996875,0.24888888888888888,0.05381165919282511,0.19555555555555557,0.2311111111111111,29.25069155040751,89.38053097345133,0.9351851851851852
deepseekcoder7b,str_prepend,rs,js,1.0,1.0,0.35942998186373537,0.41933272922794496,0.5686993927125507,0.33333333333333337,0.18181818181818182,0.33333333333333337,0.33333333333333337,36.69009069689838,73.33333333333333,0.75
magicoder7b,file_exists,rs,cpp,1.0,1.0,0.4189036103173147,0.46176737565419196,0.5966049573008769,0.5949367088607594,0.4358974358974359,0.5063291139240507,0.5949367088607594,49.91352061707392,80.88235294117648,0.9692307692307692
magicoder7b,int_arith,js,py,1.0,1.0,0.13981313088150238,0.0663990145204527,0.1603609650351777,0.1910112359550562,0.0,0.1460674157303371,0.1910112359550562,18.114208594964847,97.70114942528735,1.0869565217391304
yicoder2b,file_exists,go,py,1.0,1.0,0.366179143600624,0.17147770727455797,0.4488318813183201,0.05479452054794521,0.028169014084507046,0.05479452054794521,0.05479452054794521,38.752146489634775,1083.3333333333335,21.666666666666668
codellama7b,str_concat,go,rs,1.0,1.0,0.39955979775218475,0.31823765537000365,0.5640493946158008,0.5294117647058824,0.25,0.5294117647058824,0.5294117647058824,34.88603137399046,57.89473684210527,0.6111111111111112
codegeex4,str_concat,java,js,1.0,1.0,0.5677110018537601,0.27275269207186936,0.6256273001003679,0.5,0.36363636363636365,0.5,0.5,39.2660774989865,125.0,1.2857142857142858
yicoder9b,file_exists,py,java,1.0,1.0,0.46574273826537305,0.10126002170096708,0.3707622966882227,0.025641025641025644,0.0,0.025641025641025644,0.025641025641025644,24.785071192741334,1825.0,24.0
codegemma7b,str_substring,go,c,1.0,1.0,0.13915280314858863,0.0876184593618901,0.19551878882288046,0.24940047961630696,0.05783132530120482,0.11990407673860912,0.23021582733812948,20.73311745779946,91.75627240143369,0.9264705882352942
granitecode3b,str_match,go,cpp,1.0,0.0,0.32910524427438625,0.05825008127057952,0.34020093824218367,0.14705882352941177,0.019801980198019802,0.12745098039215685,0.14705882352941177,29.99426394137813,249.09090909090907,2.9782608695652173
granitecode8b,int_arith,c,js,1.0,1.0,0.22295898336996622,0.15096352320255602,0.30589798075931635,0.2735042735042735,0.03448275862068965,0.2136752136752137,0.2649572649572649,34.974296456748775,86.77685950413223,0.8288288288288288
deepseekcoderv2,bit_ops,js,go,1.0,1.0,0.21233263918849976,0.1299316016777382,0.32924278868799023,0.2755102040816327,0.09278350515463918,0.2142857142857143,0.2755102040816327,28.014275605480123,84.61538461538461,0.8823529411764706
granitecode8b,file_rename,go,py,1.0,1.0,0.3949345606586604,0.3336999448911975,0.4202193443298763,0.2181818181818182,0.1509433962264151,0.2181818181818182,0.2181818181818182,59.35278979595159,172.22222222222223,2.0
magicoder7b,str_substring,c,js,1.0,0.0,0.36071270114384757,0.074681286631002,0.3363063202291937,0.22102425876010778,0.016260162601626015,0.1078167115902965,0.18867924528301888,29.713449233086276,246.07843137254903,2.5473684210526315
yicoder9b,str_substring,c,go,1.0,1.0,0.338609081600476,0.18951483224120563,0.3066895384347708,0.22142857142857145,0.07194244604316546,0.1357142857142857,0.22142857142857145,34.215980606747806,112.90322580645163,1.1311475409836065
granitecode8b,str_prepend,cpp,js,1.0,1.0,0.12565838112791083,0.0,0.38324915824915823,0.21621621621621623,0.0,0.16216216216216214,0.21621621621621623,19.718915631896337,126.66666666666666,1.4166666666666667
codegemma7b,str_substring,rs,py,1.0,1.0,0.27984254156605903,0.06927905268067347,0.2672762541463145,0.22966507177033493,0.00966183574879227,0.16267942583732056,0.22009569377990432,31.092818831425006,103.03030303030303,1.0813953488372092
stablecode,str_prepend,c,go,1.0,0.0,0.34778056299139287,0.0,0.24324324324324326,0.17142857142857146,0.0,0.17142857142857146,0.17142857142857146,8.573561722364825,255.55555555555554,2.625
yicoder9b,int_factors,java,go,1.0,1.0,0.1578746348397176,0.04343939066327261,0.18742981264257635,0.3090909090909091,0.07339449541284403,0.2090909090909091,0.3090909090909091,24.45103751220946,86.18421052631578,0.8733333333333333
codeqwen,file_rename,js,py,1.0,1.0,0.30116183946724606,0.2751748388597942,0.6251358695652174,0.1388888888888889,0.05714285714285715,0.1388888888888889,0.1388888888888889,51.68403035075326,272.22222222222223,2.9375
yicoder9b,bit_ops,cpp,java,1.0,1.0,0.5872344627656124,0.507477192880778,0.6368093822836037,0.5232974910394265,0.34657039711191334,0.47311827956989255,0.5232974910394265,66.52284209564905,134.7826086956522,1.3956043956043955
magicoder7b,str_append,go,rs,1.0,1.0,0.4633699944884041,0.21125834290360102,0.3954401681278791,0.4102564102564103,0.21621621621621623,0.4102564102564103,0.4102564102564103,29.27940249718896,69.23076923076923,0.7083333333333334
yicoder2b,str_concat,cpp,js,1.0,1.0,0.44707594490187014,0.2391383418822899,0.5925243314902836,0.4166666666666667,0.27272727272727276,0.4166666666666667,0.4166666666666667,31.496198432980016,137.5,1.2857142857142858
magicoder7b,dir_make,py,java,1.0,0.0,0.16238223101630073,0.06492158309860985,0.16082398504273507,0.21739130434782608,0.0,0.21739130434782608,0.21739130434782608,27.740687079931277,84.84848484848484,0.875
codellama7b,file_rename,rs,java,1.0,0.0,0.1676631251856835,0.1565228249088077,0.29135048812378894,0.186046511627907,0.07058823529411765,0.1627906976744186,0.186046511627907,27.432000540796427,92.91338582677166,0.9206349206349206
granitecode8b,logic_ops,cpp,js,1.0,1.0,0.285925825552204,0.30362724459936874,0.6236386113139194,0.27450980392156865,0.08163265306122448,0.27450980392156865,0.27450980392156865,34.434681389772315,80.76923076923077,0.8
codellama7b,str_substring,go,java,1.0,1.0,0.22926512052302003,0.08843835400695658,0.28016033282905906,0.10837438423645321,0.009950248756218905,0.08866995073891626,0.10837438423645321,36.712117600337024,236.20689655172416,2.795918367346939
granitecode3b,logic_ops,py,js,1.0,1.0,0.38213430552725053,0.4202431608906196,0.7058365223259075,0.34782608695652173,0.1818181818181818,0.34782608695652173,0.34782608695652173,36.866910401968525,69.23076923076923,0.72
magicoder7b,str_substring,rs,cpp,1.0,1.0,0.35825734164508155,0.2843782999932206,0.42736339631949477,0.2887700534759359,0.11891891891891894,0.23529411764705885,0.2887700534759359,43.492820257246954,166.66666666666669,1.7377049180327868
yicoder2b,file_rename,rs,java,1.0,0.0,0.2289144905876972,0.07894750704748343,0.24836354373368608,0.13215859030837004,0.0,0.09691629955947136,0.13215859030837004,23.15729432517217,94.48818897637796,0.9523809523809523
granitecode8b,str_interp,rs,js,1.0,1.0,0.11136977845150534,0.07247767614443551,0.2960022053088777,0.06779661016949153,0.03508771929824561,0.06779661016949153,0.06779661016949153,26.421768705495523,147.82608695652172,1.4285714285714286
granitecode8b,str_append,rs,go,1.0,1.0,0.27468488152683884,0.16547216993509736,0.407491849420362,0.5294117647058824,0.3125,0.5294117647058824,0.5294117647058824,36.31159968648557,64.70588235294117,0.6666666666666666
stablecode,str_match,js,c,1.0,0.0,0.34965848535757127,0.2023355862672772,0.4262456591916592,0.33333333333333337,0.1342281879194631,0.2733333333333333,0.30666666666666664,41.27677643956402,131.858407079646,1.4074074074074074
yicoder2b,str_concat,rs,py,1.0,1.0,0.2219028270781912,0.07872328606189742,0.15898251192368837,0.21818181818181817,0.11320754716981131,0.21818181818181817,0.21818181818181817,19.56802370921995,87.5,0.9285714285714286
granitecode8b,int_arith,java,go,1.0,1.0,0.38715823384851544,0.3715895507551839,0.5518062662971467,0.39999999999999997,0.17721518987341772,0.39999999999999997,0.39999999999999997,56.12066430637107,91.66666666666666,0.9436619718309859
codellama7b,int_factors,py,cpp,1.0,0.0,0.31575763857061834,0.24687120542596155,0.350615878706864,0.4356435643564357,0.15,0.396039603960396,0.4356435643564357,39.55060724336923,70.09345794392523,0.7623762376237624
deepseekcoderv2,int_factors,js,rs,1.0,1.0,0.45767959573858674,0.3503232692980767,0.3513923670004088,0.3952095808383233,0.20606060606060606,0.32335329341317365,0.3952095808383233,37.36292616341485,75.0,0.7941176470588235
codeqwen,logic_ops,c,go,1.0,1.0,0.297164971755004,0.09446540914166304,0.3932808103684133,0.20224719101123598,0.04597701149425287,0.20224719101123598,0.20224719101123598,36.92623713502752,233.33333333333334,2.391304347826087
yicoder2b,file_size,java,rs,1.0,0.0,0.22060558553347903,0.12515127426820447,0.3870463977702666,0.1904761904761905,0.05347593582887701,0.1693121693121693,0.1904761904761905,33.05663072105153,203.44827586206895,2.2264150943396226
codegeex4,file_rename,js,cpp,1.0,0.0,0.5299223650013956,0.7888405670616152,0.957185436577367,0.6470588235294118,0.3125,0.5882352941176471,0.6470588235294118,86.31955753867534,56.25,0.5333333333333333
granitecode3b,logic_ops,go,js,1.0,1.0,0.5914788216651428,0.5130129755387789,0.8682242677263048,0.6181818181818182,0.4528301886792452,0.6181818181818182,0.6181818181818182,45.74633675646705,46.15384615384615,0.48
codegemma7b,file_rename,java,c,1.0,0.0,0.27375229557248165,0.20802473766149895,0.5340915952179689,0.20202020202020202,0.10309278350515465,0.20202020202020202,0.20202020202020202,49.87844370018094,456.25,4.666666666666667
magicoder7b,str_append,cpp,c,1.0,0.0,0.1492180713058169,0.08948424300311746,0.25858718487394955,0.2619047619047619,0.14634146341463414,0.2619047619047619,0.2619047619047619,22.57858380166696,84.375,0.8709677419354839
deepseekcoderv2,int_factors,java,py,1.0,1.0,0.2590591712797348,0.14484728265068603,0.27258353053865225,0.3181818181818182,0.11627906976744186,0.29545454545454547,0.3181818181818182,38.74021350740822,88.23529411764706,0.9215686274509803
magicoder7b,str_append,py,rs,1.0,1.0,0.44375103787700393,0.13489596042027557,0.3646402034461123,0.4,0.2105263157894737,0.4,0.4,26.027594022609264,73.07692307692307,0.75
granitecode8b,file_size,js,go,1.0,1.0,0.4068646559076149,0.3645810691028728,0.5101591149165672,0.5063291139240507,0.23376623376623376,0.45569620253164556,0.5063291139240507,55.137853689453706,96.875,1.1379310344827587
codeqwen,str_cmp,c,java,1.0,0.0,0.22987552486051516,0.23767454247918054,0.29656431536654937,0.22099447513812154,0.07222222222222222,0.15469613259668508,0.22099447513812154,37.977630767380305,150.0,1.511111111111111
yicoder9b,logic_ops,c,rs,1.0,0.0,0.317411273652791,0.24436559420156906,0.3124018826012846,0.3578947368421052,0.10752688172043011,0.27368421052631575,0.3578947368421052,29.040842574030005,78.18181818181819,0.8113207547169812
yicoder9b,logic_ops,rs,js,1.0,1.0,0.32019454557991117,0.10171252907822644,0.3968391373169767,0.14117647058823532,0.024096385542168676,0.14117647058823532,0.14117647058823532,18.693334062989173,207.6923076923077,2.12
magicoder7b,str_interp,cpp,go,1.0,1.0,0.5482341749177455,0.3542475880566279,0.666388642413487,0.576271186440678,0.38596491228070173,0.576271186440678,0.576271186440678,51.795517905249056,68.0,0.782608695652174
stablecode,str_concat,js,rs,1.0,1.0,0.4474461531292138,0.3904129778665982,0.5838950163398693,0.5,0.33333333333333337,0.5,0.5,43.006976476931705,57.89473684210527,0.6111111111111112
stablecode,int_cmp,js,c,1.0,0.0,0.5740270563531457,0.630055772794316,0.7771105320201533,0.75,0.5106382978723404,0.6458333333333334,0.75,65.29165115751377,47.91666666666667,0.5319148936170213
yicoder9b,dir_make,c,java,1.0,1.0,0.4805498862597893,0.1745603163365972,0.6025852981969486,0.375,0.2181818181818182,0.3392857142857143,0.375,44.276136483657844,184.84848484848484,1.875
magicoder7b,bit_ops,rs,c,1.0,1.0,0.4435821849022419,0.36982537698439816,0.43370083037402823,0.32142857142857145,0.1566265060240964,0.2619047619047619,0.32142857142857145,33.25496226211493,84.0,0.9090909090909091
deepseekcoderv2,int_factors,c,rs,1.0,0.0,0.3218427427291798,0.10217926605943421,0.3296280780964239,0.2012987012987013,0.0718954248366013,0.16233766233766234,0.1948051948051948,34.13113543568505,176.9230769230769,1.7941176470588236
dolphincoder7b,str_match,rs,cpp,1.0,0.0,0.2702365210739681,0.17063214266195412,0.48646257374133545,0.28395061728395066,0.1,0.20987654320987653,0.28395061728395066,35.395519158965534,165.45454545454547,2.0
codellama7b,file_size,cpp,c,1.0,1.0,0.312051146825667,0.2432222449956569,0.5415063457321584,0.20224719101123592,0.11494252873563221,0.20224719101123592,0.20224719101123592,45.51101218882964,252.17391304347828,2.9
codeqwen,int_cmp,c,java,1.0,1.0,0.39190725805365473,0.3749188253500451,0.5551114591963546,0.6122448979591836,0.35862068965517246,0.5170068027210885,0.6122448979591836,44.331635155929156,54.666666666666664,0.6081081081081081
stablecode,file_exists,c,java,1.0,0.0,0.4314437268726164,0.09428646168931494,0.2664503804742509,0.03305785123966942,0.0,0.03305785123966942,0.03305785123966942,28.419238316291462,2875.0,38.333333333333336
dolphincoder7b,str_prepend,js,java,1.0,0.0,0.4819015654275669,0.0,0.5178125,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,24.9117961016693,122.22222222222223,1.125
codellama7b,str_concat,py,rs,1.0,0.0,0.38831057983270567,0.2427945372010995,0.5161942735385744,0.3225806451612903,0.2,0.3225806451612903,0.3225806451612903,39.650448949126236,184.21052631578948,1.9444444444444444
magicoder7b,str_interp,cpp,c,1.0,0.0,0.4422481947381164,0.11710989524564583,0.5638751208897486,0.24761904761904763,0.13592233009708737,0.22857142857142856,0.24761904761904763,37.03839650027839,400.0,4.166666666666667
granitecode3b,str_match,go,c,1.0,0.0,0.30935137315950145,0.14313915228911936,0.401021133213887,0.23744292237442924,0.03686635944700461,0.1735159817351598,0.21917808219178084,28.845777516289296,89.38053097345133,0.9444444444444444
codellama7b,file_create,js,c,1.0,0.0,0.41663384115271435,0.2112798453386006,0.3341436511202273,0.18791946308724833,0.06802721088435375,0.17449664429530198,0.18791946308724833,35.23355196175418,136.20689655172413,1.4181818181818182
deepseekcoderv2,int_arith,c,java,1.0,1.0,0.30221805877462893,0.35528517004530014,0.36538034434179206,0.4280701754385965,0.2402826855123675,0.3508771929824561,0.4280701754385965,42.53549961078754,75.41899441340783,0.7808988764044944
dolphincoder7b,str_interp,go,cpp,1.0,0.0,0.41486891510793555,0.4313608099263165,0.551175807663411,0.5070422535211268,0.31884057971014496,0.5070422535211268,0.5070422535211268,44.27610017574244,60.0,0.7272727272727273
deepseekcoder7b,file_create,rs,js,1.0,1.0,0.2988257461510153,0.10265758792308594,0.33379327103216655,0.14432989690721648,0.06315789473684211,0.14432989690721648,0.14432989690721648,30.890267305532344,328.57142857142856,3.611111111111111
codellama7b,file_create,go,py,1.0,1.0,0.3781200778554693,0.11285393648287377,0.4301272078338062,0.136986301369863,0.05633802816901408,0.136986301369863,0.136986301369863,37.21027765066871,208.69565217391303,2.3333333333333335
codegeex4,int_factors,js,py,1.0,1.0,0.2534058122944105,0.14575336925066087,0.2955999813020908,0.3225806451612903,0.10989010989010989,0.27956989247311825,0.3010752688172043,40.962869374505246,78.43137254901961,0.803921568627451
codegemma7b,str_substring,cpp,js,1.0,1.0,0.37235161675034345,0.14470119436359874,0.22238397300370816,0.18791946308724833,0.04081632653061224,0.1610738255033557,0.18791946308724833,22.315751031882023,88.23529411764706,0.8736842105263158
granitecode8b,bit_ops,rs,js,1.0,0.0,0.1843758297875409,0.08956892155181896,0.28929731782444196,0.10852713178294573,0.0,0.09302325581395349,0.10852713178294573,15.17867102125517,98.55072463768117,0.9558823529411765
codegeex4,str_match,js,cpp,1.0,0.0,0.3116922167126437,0.06142338394993173,0.2533180447206096,0.11764705882352942,0.01973684210526316,0.0915032679738562,0.11764705882352942,25.684235587780556,436.3636363636363,5.173913043478261
dolphincoder7b,file_size,rs,go,1.0,0.0,0.39218482625589207,0.23169239788166457,0.46985270451673,0.49350649350649345,0.24000000000000005,0.41558441558441556,0.49350649350649345,43.107379449004995,93.75,1.0689655172413792
codeqwen,int_cmp,c,go,1.0,1.0,0.22283397528734225,0.1126630556567612,0.302577021451615,0.33057851239669417,0.10084033613445377,0.29752066115702475,0.33057851239669417,30.592155301602247,80.0,0.8088235294117647
yicoder9b,str_append,java,rs,1.0,1.0,0.4880543942842549,0.31042158572077094,0.4583624475122346,0.45,0.2105263157894737,0.4,0.45,40.528288430203204,69.23076923076923,0.75
magicoder7b,int_arith,go,js,1.0,1.0,0.17874908515567134,0.14665599636042026,0.3052699105723751,0.26294820717131473,0.024096385542168672,0.1593625498007968,0.23904382470119523,34.61171916973008,95.86776859504133,1.027027027027027
granitecode8b,file_rename,java,cpp,1.0,0.0,0.24671751098431374,0.13486193731407434,0.4142538975501113,0.11688311688311688,0.05263157894736842,0.11688311688311688,0.11688311688311688,37.85009091575514,806.25,8.2
deepseekcoder7b,dir_make,js,c,1.0,0.0,0.2152910385390256,0.23985335011504874,0.35767600672186706,0.39069767441860465,0.09389671361502348,0.2697674418604651,0.39069767441860465,36.35458382047171,122.09302325581395,1.3375
granitecode3b,file_create,py,c,1.0,0.0,0.35148670318666636,0.14842659528826588,0.2872364879358756,0.2105263157894737,0.08602150537634409,0.18947368421052632,0.2105263157894737,27.945443366041534,86.20689655172413,0.9272727272727272
deepseekcoder7b,file_exists,cpp,py,1.0,1.0,0.40531849382569995,0.20584964642053574,0.5660266145194063,0.07692307692307691,0.039999999999999994,0.07692307692307691,0.07692307692307691,42.19668473095769,733.3333333333333,14.0
dolphincoder7b,file_rename,rs,java,1.0,1.0,0.31290836927621235,0.22799982148637857,0.3304054545187119,0.20444444444444443,0.09865470852017937,0.17777777777777778,0.20444444444444443,39.18243937380396,86.61417322834646,0.873015873015873
stablecode,int_arith,rs,js,1.0,0.0,0.15969172180392255,0.23083767458431872,0.264846136753895,0.15730337078651685,0.022727272727272728,0.12359550561797754,0.15730337078651685,31.489152479967697,91.73553719008265,0.9099099099099099
codegeex4,str_prepend,js,cpp,1.0,1.0,0.23184258804269806,0.1525028039206699,0.33051603419213765,0.5,0.2903225806451613,0.5,0.5,28.429542612606358,58.97435897435898,0.6285714285714286
granitecode8b,int_arith,cpp,rs,1.0,1.0,0.4831967710633792,0.3115402904422989,0.5945044867944376,0.43165467625899273,0.23357664233576642,0.3884892086330935,0.43165467625899273,42.50792764379412,107.27272727272728,1.1296296296296295
granitecode3b,str_substring,java,go,1.0,0.0,0.26109111745849417,0.0534332291536296,0.15350341397304243,0.12765957446808507,0.0,0.10638297872340426,0.11702127659574467,20.253899803644995,92.74193548387096,0.9344262295081968
yicoder2b,file_create,c,cpp,1.0,0.0,0.2534409222995697,0.1136743604074882,0.43162566537814795,0.11475409836065575,0.03333333333333333,0.09836065573770492,0.11475409836065575,32.413222999021706,452.38095238095235,4.894736842105263
codegeex4,int_factors,py,js,1.0,1.0,0.29612494159848257,0.2197496422489315,0.3502529993953473,0.3434343434343434,0.061855670103092786,0.3232323232323232,0.3434343434343434,36.33460342857008,75.0,0.7543859649122807
deepseekcoder7b,int_arith,py,c,1.0,1.0,0.20799547272143012,0.2166489516862035,0.3750852651951553,0.28431372549019607,0.039603960396039604,0.2156862745098039,0.27450980392156865,30.497538609071622,138.46153846153845,1.4473684210526316
codegemma7b,int_cmp,go,c,1.0,1.0,0.5984612534596666,0.5549057643465757,0.7822283959883772,0.576923076923077,0.39215686274509803,0.576923076923077,0.576923076923077,67.71887875673275,56.25,0.574468085106383
granitecode8b,str_concat,py,java,1.0,0.0,0.40629513880568624,0.24632733557746506,0.44198019801980204,0.34375000000000006,0.16129032258064516,0.34375000000000006,0.34375000000000006,48.3546704867256,114.28571428571428,1.037037037037037
codegemma7b,int_arith,c,rs,1.0,0.0,0.5433715302829203,0.36726168300089346,0.700412253334581,0.588235294117647,0.3880597014925373,0.5735294117647058,0.588235294117647,50.5986419752913,78.18181818181819,0.7962962962962963
codeqwen,file_rename,go,js,1.0,1.0,0.47111143185349197,0.2987859905946057,0.619960706929082,0.03389830508474576,0.0,0.03389830508474576,0.03389830508474576,37.859181428763904,346.1538461538462,4.555555555555555
stablecode,str_substring,py,cpp,1.0,0.0,0.4045639920964151,0.3736266959551691,0.6741291266705538,0.38251366120218583,0.19889502762430938,0.34972677595628415,0.38251366120218583,53.789878513161185,142.85714285714286,1.4754098360655739
granitecode3b,file_size,c,rs,1.0,0.0,0.339866267718943,0.09716722175849428,0.21283278556005827,0.22784810126582278,0.0779220779220779,0.22784810126582278,0.22784810126582278,26.12348284879481,84.48275862068965,0.8867924528301887
codegeex4,int_arith,go,rs,1.0,0.0,0.41789318968367895,0.20316157371046537,0.5101542733880541,0.300395256916996,0.15139442231075698,0.26877470355731226,0.300395256916996,41.44064162699275,296.3636363636364,3.037037037037037
codeqwen,file_size,java,go,1.0,1.0,0.41230664083517465,0.39427838071833105,0.5476984116640166,0.547945205479452,0.2535211267605634,0.4931506849315069,0.547945205479452,55.63892280529744,81.25,0.9310344827586207
codeqwen,str_prepend,cpp,rs,1.0,1.0,0.40520174266524756,0.2870273931718256,0.6357142436502188,0.2857142857142857,0.07692307692307691,0.2857142857142857,0.2857142857142857,35.37725550262862,140.0,1.75
